strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD32,f,2741,24.10,30,5530,70,7882,58.77,13412,76,22,0,3,5,38.32,7.664,240,191,184,239,124,6,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,6,9,11,12,5,28,9.684,11.95,9.538,10.39,,,,,,0.4100,1.701,1224168,1206467,16513.4,22702.6,1.349,1.882,1.615,106726.2,119530.6,8.718,9.907,9.313,136571,133484.2,11.16,11.06,11.11,184021.2,180610,15.03,14.97,15.00,404070.4,371116.8,33.01,30.76,31.88,330354,330899.4,26.99,27.43,27.21,62425.2,70826,5.099,5.871,5.485
BXD32,f,2742,22.20,35,8114,65,7428,47.79,15542,103,42,0,2,5,26.40,5.280,375,99,236,164,106,6,6,5,5,7,-0.3000,-0.3000,1.700,0.3667,18,3,14,7,3,24,10.73,10.93,9.636,10.43,,,,,,0.4000,1.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,f,3863,21.40,17,3622,83,8535,70.21,12157,129,45,0,12,10,49.36,4.936,460,157,354,72,134,5,6,6,7,5,0.7000,1.700,-0.3000,0.7000,12,4,21,1,7,29,12.21,8,8.933,9.713,,,,,,0.4300,2.009,1230727.4,1100633.4,26242,26890.2,2.132,2.443,2.288,122874.6,120050.4,9.984,10.91,10.45,145914.2,130192,11.86,11.83,11.84,185562.6,154920,15.08,14.08,14.58,392159.4,346125,31.86,31.45,31.66,316046.6,286970.8,25.68,26.07,25.88,68170,62375.2,5.539,5.667,5.603
BXD32,f,3864,20.40,18,2950,82,7689,72.27,10639,78,26,0,7,5,35.76,7.152,507,216,289,97,155,4,5,6,5,6,0.7000,-0.3000,0.7000,0.3667,17,13,17,4,9,30,11.56,8.083,9.118,9.587,,,,,,0.4000,1.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,f,4149,22.60,14,2553,86,9082,78.06,11635,154,27,1,1,5,25.60,5.120,204,209,111,193,230,6,5,6,7,5,0.7000,1.700,-0.3000,0.7000,7,7,5,11,20,36,8.538,10.16,8.214,8.970,,,,,,0.4400,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,f,4150,21.40,26,5700,74,10874,65.61,16574,260,16,0,4,6,33.20,5.533,193,248,157,115,196,6,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,7,18,6,4,21,31,11.21,9.583,6.759,9.185,,,,,,0.4200,1.963,1412299.8,1277419.4,24568,25392.8,1.740,1.988,1.864,150200.6,134107.4,10.64,10.50,10.57,167454.4,154473,11.86,12.09,11.97,197750.8,179457.6,14.00,14.05,14.03,458728.2,408339.2,32.48,31.97,32.22,370948.2,343325,26.27,26.88,26.57,67217.6,57717.2,4.759,4.518,4.639
BXD32,m,292,24.80,22,5379,78,9775,64.50,15154,124,47,0,10,10,61.52,6.152,633,156,173,167,114,7,6,6,6,7,0.7000,0.7000,1.700,1.033,17,5,7,6,2,15,11.53,11.93,11.40,11.62,597,,1,,1,0.4200,1.694,1428810.4,1289775,18898.8,21214.2,1.323,1.645,1.484,116102,125126.8,8.126,9.701,8.914,159106.2,133389.2,11.14,10.34,10.74,207528.4,214336.8,14.52,16.62,15.57,460231.2,387280,32.21,30.03,31.12,399262.8,354316.4,27.94,27.47,27.71,86579.8,75325.8,6.060,5.840,5.950
BXD32,m,293,22.20,29,6622,71,8189,55.29,14811,103,70,0,10,14,124.5,8.891,1122,385,320,321,131,4,3,6,5,5,0.7000,-0.3000,-0.3000,0.03333,14,11,13,6,4,23,15.24,22.93,10.92,16.36,600,,0,,,0.4200,1.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,m,2039,27.90,51,8898,49,7019,44.10,15917,75,56,0,8,11,52.24,4.749,297,313,409,464,478,5,5,5,7,6,-0.3000,1.700,0.7000,0.7000,7,9,13,17,13,43,19.48,18.56,22.76,20.27,600,600,0,0,0,0.4200,1.505,1568836.4,1340496.8,33564.4,37985,2.139,2.834,2.487,149990,127297.8,9.561,9.496,9.528,230502.6,193046.6,14.69,14.40,14.55,256277.8,226663,16.34,16.91,16.62,467474.4,380030.2,29.80,28.35,29.07,388828.4,353138.8,24.78,26.34,25.56,75763.2,60320.4,4.829,4.500,4.665
BXD32,m,2040,26.50,32,5602,68,8099,59.11,13701,136,33,0,6,5,52.24,10.45,1082,624,688,792,379,5,5,5,7,6,-0.3000,1.700,0.7000,0.7000,20,11,7,15,6,28,45.87,34.43,27.07,35.79,600,600,0,0,0,0.4000,1.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,m,3294,27.40,17,2992,83,6546,68.63,9538,123,75,0,10,13,115.6,8.892,490,368,681,533,419,5,4,5,5,6,-0.3000,-0.3000,0.7000,0.03333,14,10,14,10,8,32,30.95,29.61,26.19,28.92,600,600,0,0,0,0.4400,1.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,m,3295,26.30,29,6047,71,9264,60.51,15311,181,57,1,10,12,33.36,2.780,195,90,181,102,88,4,5,3,6,5,-2.300,0.7000,-0.3000,-0.6333,11,3,13,2,4,19,8.619,10.20,7.333,8.717,307,402,1,1,1,0.4100,1.559,1693609,1792616.2,18539.8,33523.8,1.095,1.870,1.482,145917,145019.4,8.616,8.090,8.353,202133.4,233929,11.94,13.05,12.49,254390.2,247375.8,15.02,13.80,14.41,604162,685546.4,35.67,38.24,36.96,403601.2,402392.6,23.83,22.45,23.14,83405.2,78353,4.925,4.371,4.648
BXD32,m,3673,26.10,28,5611,72,8484,60.19,14095,99,40,17,13,0,0,0,494,428,415,146,91,5,4,6,6,6,0.7000,0.7000,0.7000,0.7000,11,11,12,6,3,21,20.75,10.43,8.273,13.15,600,529,0,1,1,,,1298167.2,1257771.8,16925.4,18893,1.304,1.502,1.403,119263,103383.6,9.187,8.220,8.703,153823.8,141950.2,11.85,11.29,11.57,202345.2,189238.4,15.59,15.05,15.32,415589.6,425089.2,32.01,33.80,32.91,324486.6,329240.4,25.00,26.18,25.59,82659,68870,6.367,5.476,5.921
BXD32,m,3674,25,32,5413,68,8348,60.66,13761,127,81,6,10,0,0,0,324,279,174,276,111,5,6,5,6,5,-0.3000,0.7000,-0.3000,0.03333,4,4,7,16,3,26,11.60,11.50,10.09,11.06,600,600,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,m,4151,26.50,31,5774,69,8788,60.35,14562,119,62,0,11,6,30.16,5.027,1777,278,110,144,144,7,6,5,7,6,-0.3000,1.700,0.7000,0.7000,50,11,3,6,5,14,10,10.29,11.08,10.45,600,600,0,0,0,0.4400,1.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD32,m,4152,28.20,37,6784,63,8362,55.21,15146,120,51,1,12,4,45.52,11.38,608,316,212,148,133,3,6,5,7,5,-0.3000,1.700,-0.3000,0.3667,34,14,9,4,7,20,12.47,12.33,8.867,11.22,600,600,0,0,0,0.4400,1.560,1521778.4,1420609.2,17566.8,27197.6,1.154,1.915,1.534,150903.2,142290,9.916,10.02,9.966,163726.6,165986.8,10.76,11.68,11.22,200669.4,164869.4,13.19,11.61,12.40,502993,486643.4,33.05,34.26,33.65,415126.4,391100.4,27.28,27.53,27.40,88359.8,69719.2,5.806,4.908,5.357
BXD33,f,132,17.10,52,7608,48,5374,41.40,12982,58,23,0,0,4,20,5,558,155,324,182,109,4,7,4,6,5,-1.300,0.7000,-0.3000,-0.3000,13,6,20,11,4,35,11.57,9.579,9.083,10.08,,,,,,0.4000,2.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD33,m,137,23.80,50,6268,50,5182,45.26,11450,62,116,0,3,13,41,3.154,284,446,199,132,112,6,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,9,5,7,3,2,12,13.27,12,11.20,12.16,179,,1,,1,0.4100,1.723,1873003,1381949.8,64272.2,37169.8,3.432,2.690,3.061,164154.6,141419.8,8.764,10.23,9.499,202293,132592.8,10.80,9.595,10.20,314270.2,191742.6,16.78,13.87,15.33,617699.8,442240.6,32.98,32.00,32.49,473658.4,396090.6,25.29,28.66,26.98,100927,77863.4,5.389,5.634,5.511
BXD34,f,144,22.10,35,2332,65,3493,59.97,5825,59,48,0,6,14,162,11.57,549,690,221,589,275,4,6,7,7,7,1.700,1.700,1.700,1.700,11,13,2,13,10,25,22.10,28.05,15.28,21.81,,,,,,0.4100,1.855,1851997.2,1674041.4,40435.4,43541.6,2.183,2.601,2.392,137682,120950.2,7.434,7.225,7.330,203111.6,186988,10.97,11.17,11.07,256635.8,280236,13.86,16.74,15.30,639054.6,585933.8,34.51,35.00,34.75,502605,428799,27.14,25.61,26.38,112908.2,71134.4,6.097,4.249,5.173
BXD34,f,161,20.50,40,4289,60,4848,53.06,9137,69,31,4,4,19,984,51.79,322,366,263,437,160,7,5,7,6,6,1.700,0.7000,0.7000,1.033,9,13,4,14,4,22,21.92,19.86,13.33,18.37,,,,,,0.4200,2.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD34,m,148,27.30,39,3944,61,4098,50.96,8042,84,94,6,2,7,31,4.429,305,152,140,150,127,5,5,6,7,7,0.7000,1.700,1.700,1.367,8,5,6,5,2,13,10,11.54,12.70,11.41,553,,1,,1,0.4300,1.575,1752969.4,1476471.4,39909.2,31247.2,2.277,2.116,2.197,122887.6,117529,7.010,7.960,7.485,181852.4,150949,10.37,10.22,10.30,329045.4,240680,18.77,16.30,17.54,547831.4,463522.2,31.25,31.39,31.32,492643,423711.6,28.10,28.70,28.40,78709.6,80079.6,4.490,5.424,4.957
BXD34,m,164,28.90,44,3928,56,4139,51.31,8067,63,80,1,6,17,86,5.059,467,213,426,192,189,4,5,5,4,5,-0.3000,-1.300,-0.3000,-0.6333,17,9,14,8,11,33,19.36,12,9.947,13.77,600,,0,,,0.4400,1.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,f,233,23.60,40,4002,60,4815,54.61,8817,62,60,0,7,16,45,2.812,771,434,188,118,146,5,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,13,11,10,3,3,16,10.44,10.73,13.27,11.48,,,,,,0.3900,1.653,1291847,1334507.2,31944,28776.4,2.473,2.156,2.315,106237.4,125346.6,8.224,9.393,8.808,142636.8,140235.6,11.04,10.51,10.77,210961.4,208972.8,16.33,15.66,15.99,432646.2,441747.4,33.49,33.10,33.30,345940,350650.2,26.78,26.28,26.53,53425.2,67554.6,4.136,5.062,4.599
BXD39,f,234,21.40,32,3797,68,5901,60.85,9698,69,98,0,6,12,61,5.083,604,211,135,192,285,5,7,7,4,6,1.700,-1.300,0.7000,0.3667,22,3,2,11,12,25,13.50,10.11,14.25,12.62,,,,,,0.3800,1.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,f,2992,27.50,16,1488,84,5395,78.38,6883,59,19,0,9,6,99.12,16.52,606,547,612,540,249,5,4,6,6,5,0.7000,0.7000,-0.3000,0.3667,4,10,8,14,5,27,38.25,24.55,19.15,27.32,,,,,,0.4100,1.491,1547852.4,1531582.6,52592.8,52336.6,3.398,3.417,3.407,161976.4,176843,10.46,11.55,11.01,184500.4,197503.8,11.92,12.90,12.41,238354.8,208907.2,15.40,13.64,14.52,499210.4,476823.8,32.25,31.13,31.69,391057.6,382417.4,25.26,24.97,25.12,72752.8,89087.4,4.700,5.817,5.258
BXD39,f,3812,19.70,32,4963,68,5528,52.69,10491,71,42,0,4,4,18.16,4.540,792,961,513,372,221,4,6,5,6,7,-0.3000,0.7000,1.700,0.7000,15,10,6,3,1,10,36.64,33.82,24.56,31.67,,,,,,0.3800,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,f,3813,19.10,29,3445,71,3816,52.55,7261,82,6,0,5,4,88.40,22.10,583,744,482,190,207,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,10,22,13,5,10,28,22.95,14.62,11.50,16.36,,,,,,0.3700,1.937,1266115.6,1381221.6,33879.6,45458.6,2.676,3.291,2.984,128468.4,143152.8,10.15,10.36,10.26,163556.8,157938.4,12.92,11.43,12.18,202077.8,204992.8,15.96,14.84,15.40,360757.8,413557.4,28.49,29.94,29.22,344823.4,387388.8,27.23,28.05,27.64,66431.4,74191.4,5.247,5.371,5.309
BXD39,f,5249,21.50,27,3558,73,5597,61.14,9155,56,54,0,1,13,86,6.615,694,884,923,1105,238,5,6,6,3,6,0.7000,-2.300,0.7000,-0.3000,7,5,4,7,3,14,76.92,73.67,21.64,57.41,,,,,,0.4000,1.860,1378170.2,1660495.2,34516.6,39369,2.505,2.371,2.438,126402,134529.8,9.172,8.102,8.637,153346.8,180633,11.13,10.88,11.00,210782.4,229073.8,15.29,13.80,14.54,503913,629253.2,36.56,37.90,37.23,340095.2,416733,24.68,25.10,24.89,43630.8,70272.4,3.166,4.232,3.699
BXD39,f,5250,23.30,26,3305,74,6251,65.41,9556,44,61,0,1,11,63.68,5.789,1073,603,570,883,123,6,7,6,6,5,0.7000,0.7000,-0.3000,0.3667,12,2,5,25,4,34,43.85,26.76,10.25,26.95,,,,,,0.4000,1.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,f,5283,22,8,1099,92,4562,80.59,5661,65,30,0,2,10,78.88,7.888,1458,597,360,600,181,5,5,7,7,6,1.700,1.700,0.7000,1.367,13,12,1,7,7,15,40,40,12.07,30.69,,,,,,0.4000,1.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,f,5284,22.20,26,4403,74,7572,63.23,11975,51,35,0,1,7,41.68,5.954,552,284,679,514,270,4,7,6,6,5,0.7000,0.7000,-0.3000,0.3667,12,4,3,5,9,17,61.73,39.54,15.88,39.05,,,,,,0.3900,1.757,1320614,1289314.2,36822.8,42092.2,2.788,3.265,3.027,135509.6,133843.4,10.26,10.38,10.32,163993.2,175580.6,12.42,13.62,13.02,215503.2,214741,16.32,16.66,16.49,379974.6,377612.4,28.77,29.29,29.03,351894.8,323995.2,26.65,25.13,25.89,73738.6,63541.6,5.584,4.928,5.256
BXD39,f,5353,21.70,13,1523,87,4333,73.99,5856,54,28,0,1,3,56.96,18.99,521,288,247,131,109,6,5,5,7,7,-0.3000,1.700,1.700,1.033,10,5,9,6,3,18,14.53,9.357,9.909,11.27,,,,,,0.4100,1.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,236,27.70,10,1083,90,5510,83.57,6593,66,23,0,6,8,52,6.500,428,636,601,160,192,4,5,4,6,5,-1.300,0.7000,-0.3000,-0.3000,13,14,17,5,8,30,24.04,12.31,12,16.12,600,,0,,,0.4000,1.444,1522144.6,1462025.8,28010.8,24929,1.840,1.705,1.773,122432.6,127855.2,8.043,8.745,8.394,169972,144520.2,11.17,9.885,10.53,221135.6,212368.8,14.53,14.53,14.53,514630.8,494913,33.81,33.85,33.83,427107.4,398601,28.06,27.26,27.66,66866.2,83767.6,4.393,5.730,5.061
BXD39,m,237,28,13,1039,87,2985,74.18,4024,36,7,0,7,14,101,7.214,943,310,356,175,333,5,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,24,3,7,7,9,23,23.73,11.67,19.59,18.33,600,,0,,,0.4000,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,2998,27.70,31,4369,69,5407,55.31,9776,83,51,0,6,12,91.52,7.627,645,359,364,423,292,4,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,4,2,6,6,2,14,26,30.21,29.20,28.47,600,469,0,1,1,0.3800,1.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,2999,28.60,28,4084,72,4597,52.95,8681,100,42,0,5,5,66.96,13.39,258,236,484,302,385,2,6,6,5,5,0.7000,-0.3000,-0.3000,0.03333,8,4,12,7,9,28,24.20,20.13,22.65,22.33,600,600,0,0,0,0.4000,1.399,1503238.4,1627083.2,42815.2,42930.6,2.848,2.639,2.743,144726.2,159438.8,9.628,9.799,9.713,179574.2,180472.6,11.95,11.09,11.52,275843.6,279405.8,18.35,17.17,17.76,431958,500893,28.74,30.78,29.76,386505.4,409889.8,25.71,25.19,25.45,84631,96983.2,5.630,5.961,5.795
BXD39,m,3814,23.50,11,1652,89,4895,74.77,6547,86,10,0,4,5,99.36,19.87,1029,560,626,481,249,4,6,5,7,6,-0.3000,1.700,0.7000,0.7000,18,2,8,3,6,17,39.12,43.73,17.79,33.55,600,600,0,0,0,0.3800,1.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,3815,23,12,780,88,4044,83.83,4824,57,4,0,8,6,181.6,30.27,579,1050,521,245,387,3,4,5,7,6,-0.3000,1.700,0.7000,0.7000,7,16,12,7,3,22,26.05,16.33,35.18,25.86,600,600,0,0,0,0.3800,1.652,1262821.2,1232138,30559,25655.4,2.420,2.082,2.251,119242.2,108025,9.443,8.767,9.105,146451,131087,11.60,10.64,11.12,200483.4,167571.2,15.88,13.60,14.74,397849.8,396847.6,31.50,32.21,31.86,332277,350347,26.31,28.43,27.37,66517.8,78260.2,5.267,6.352,5.809
BXD39,m,5251,28.70,20,1418,80,3122,68.77,4540,46,14,0,6,6,125.4,20.91,376,918,837,598,274,7,6,6,6,6,0.7000,0.7000,0.7000,0.7000,3,12,7,14,3,24,55.80,27.18,24.91,35.96,600,600,0,0,0,0.3800,1.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,5252,25.20,22,2930,78,5557,65.48,8487,72,50,0,9,2,15.44,7.720,230,471,309,433,144,6,6,7,5,7,1.700,-0.3000,1.700,1.033,3,4,2,8,1,11,30.90,27.06,16,24.65,600,600,0,0,0,0.3900,1.548,1488635.4,1456924.2,48669,39569.4,3.269,2.716,2.993,163103.8,151027,10.96,10.37,10.66,202677.6,181230.2,13.61,12.44,13.03,245755.8,240121.6,16.51,16.48,16.50,424730,405540.4,28.53,27.84,28.18,391153.8,402027,26.28,27.59,26.94,61214.4,76978,4.112,5.284,4.698
BXD39,m,5285,24.90,23,3104,77,5643,64.51,8747,54,17,0,4,4,49.12,12.28,501,646,621,217,261,3,6,6,6,7,0.7000,0.7000,1.700,1.033,6,5,7,3,11,21,41.40,19.73,13.74,24.95,600,427,0,1,1,0.3900,1.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD39,m,5286,25.60,14,1427,86,5734,80.07,7161,85,23,0,9,7,92.48,13.21,1489,825,508,212,166,5,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,12,3,5,5,8,18,39.08,16.31,10.38,21.92,,,,,,0.4300,1.680,1423761.8,1370962,35124.2,43760.2,2.467,3.192,2.829,133604.6,145292.6,9.384,10.60,9.991,176514,169253,12.40,12.35,12.37,273655.4,247902.6,19.22,18.08,18.65,377435.6,380266.8,26.51,27.74,27.12,388731.6,356199.4,27.30,25.98,26.64,73820.6,72047.6,5.185,5.255,5.220
BXD39,m,8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,f,197,19.70,40,6561,60,7600,53.67,14161,167,46,11,3,7,41,5.857,949,360,156,178,109,5,4,6,6,5,0.7000,0.7000,-0.3000,0.3667,32,21,7,15,8,30,10.40,7.739,6.812,8.317,,,,,,0.4500,2.284,1382553,1619127.8,31047.4,32510.2,2.246,2.008,2.127,158639.2,167314.8,11.47,10.33,10.90,188670.6,209698.2,13.65,12.95,13.30,189457.4,218764.8,13.70,13.51,13.61,414733.6,496920.6,30.00,30.69,30.34,352187,428833.2,25.47,26.49,25.98,78865.2,97596.2,5.704,6.028,5.866
BXD40,f,198,20.70,77,8629,23,1571,15.40,10200,26,35,0,6,6,33,5.500,708,333,346,134,113,7,6,6,5,5,0.7000,-0.3000,-0.3000,0.03333,19,21,28,9,5,42,9.611,7.882,8.692,8.729,,,,,,0.4200,2.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,f,1913,20.30,70,5876,30,23,0.3899,5899,28,8,0,0,5,52.16,10.43,310,763,945,458,204,4,6,6,6,6,0.7000,0.7000,0.7000,0.7000,9,15,6,11,8,25,67.50,24.11,12.75,34.79,,,,,,0.4400,2.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,f,1914,20.90,37,5221,63,7483,58.90,12704,158,13,0,2,7,48.48,6.926,833,910,658,964,344,8,6,6,6,6,0.7000,0.7000,0.7000,0.7000,10,12,5,3,5,13,50.62,87.64,26.46,54.90,,,,,,0.3900,1.866,1727894,1566374.2,39190.6,34446.4,2.268,2.199,2.234,160864.6,145992.2,9.310,9.320,9.315,229484.4,199597.6,13.28,12.74,13.01,300403.6,245729.4,17.39,15.69,16.54,512617.8,459130.2,29.67,29.31,29.49,434488.6,419029,25.15,26.75,25.95,90035,96895.8,5.211,6.186,5.698
BXD40,f,3567,18.60,26,4915,74,7662,60.92,12577,159,17,0,0,2,10.32,5.160,529,323,278,178,202,5,7,6,6,7,0.7000,0.7000,1.700,1.033,20,10,6,3,6,15,19.86,16.18,14.43,16.82,,,,,,0.4100,2.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,f,3938,21.20,34,5012,66,5813,53.70,10825,68,12,0,3,4,25.04,6.260,326,511,1216,939,354,7,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,7,3,8,8,6,22,76,58.69,25.29,53.32,,,,,,0.4300,2.028,1833953.4,1761017.2,42274.4,32307.8,2.305,1.835,2.070,158591.8,158081.6,8.648,8.977,8.812,227170.2,190194.2,12.39,10.80,11.59,283410,310631.4,15.45,17.64,16.55,624022.2,569184.8,34.03,32.32,33.17,453665.4,438122.8,24.74,24.88,24.81,87093.8,94802.4,4.749,5.383,5.066
BXD40,f,3987,22.30,43,6621,57,5763,46.54,12384,107,9,0,0,7,17.92,2.560,495,279,159,142,88,5,5,6,5,6,0.7000,-0.3000,0.7000,0.3667,7,11,7,7,3,17,10.60,9.467,8,9.356,,,,,,0.4300,1.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,f,3988,20.70,74,4248,26,1573,27.02,5821,0,3,0,0,4,30.32,7.580,1800,1800,833,490,279,4,5,6,7,7,0.7000,1.700,1.700,1.367,0,4,9,1,5,15,49,54.44,21.46,41.64,,,,,,0.4300,2.077,1446320.8,1726287.4,27161.6,23857.8,1.878,1.382,1.630,162343,161081.8,11.22,9.331,10.28,177856.6,191113.4,12.30,11.07,11.68,252956,285977.2,17.49,16.57,17.03,433742,544760.4,29.99,31.56,30.77,351129.2,441322.8,24.28,25.56,24.92,68294,102031.8,4.722,5.910,5.316
BXD40,f,4221,20.10,40,7923,60,9495,54.51,17418,150,31,0,0,5,13.04,2.608,611,467,430,365,358,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,14,7,6,4,6,16,30.71,30.42,25.57,28.90,,,,,,0.4100,2.040,1517233.8,1516806.6,39865.4,41625.6,2.628,2.744,2.686,155861.4,172201.8,10.27,11.35,10.81,210675.2,202641,13.89,13.36,13.62,269847.4,239225,17.79,15.77,16.78,393595.6,390027.6,25.94,25.71,25.83,374505.6,405591.4,24.68,26.74,25.71,112748.6,107119.8,7.431,7.062,7.247
BXD40,f,4222,20.90,28,4278,72,7754,64.44,12032,134,17,2,2,8,33.12,4.140,1072,1800,942,1771,1171,4,4,7,7,8,1.700,1.700,2.700,2.033,22,15,3,3,0,6,85.64,161,146.4,131.0,,,,,,0.4300,2.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,m,120,25.80,53,8116,47,5083,38.51,13199,71,27,0,6,12,37,3.083,517,380,262,125,150,3,5,6,6,4,0.7000,0.7000,-1.300,0.03333,15,15,8,7,5,20,16.38,8.333,11.54,12.08,600,,0,,,0.4100,1.589,1704693.8,1493546.8,42092.2,40275.8,2.469,2.697,2.583,164753.8,187716,9.665,12.57,11.12,237563.4,198379.6,13.94,13.28,13.61,281556.4,240630.4,16.52,16.11,16.31,471676.2,402091.2,27.67,26.92,27.30,447522.4,385768.6,26.25,25.83,26.04,101621.6,78961,5.961,5.287,5.624
BXD40,m,121,26.90,53,6830,47,3427,33.41,10257,46,30,0,4,6,24,4,731,258,175,230,153,6,4,5,3,5,-0.3000,-2.300,-0.3000,-0.9667,21,9,7,13,10,30,11.67,10.95,8.500,10.37,600,,0,,,0.4400,1.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,m,1806,23.80,47,5934,53,5247,46.93,11181,77,7,0,5,12,44.48,3.707,497,111,197,117,63,5,7,5,5,7,-0.3000,-0.3000,1.700,0.3667,21,3,10,5,2,17,10.94,9,6.300,8.748,394,176,1,1,1,0.2900,1.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD40,m,1807,25.70,42,6221,58,5795,48.23,12016,140,64,0,7,4,22.48,5.620,253,243,443,128,140,4,4,5,6,5,-0.3000,0.7000,-0.3000,0.03333,11,13,25,7,10,42,13.42,8.533,7.778,9.912,600,600,0,0,0,0.4400,1.712,1513545.6,1709000.2,39339.6,42177.8,2.599,2.468,2.534,152826.6,162150,10.10,9.488,9.793,181761.4,192091.6,12.01,11.24,11.62,228671.6,258433,15.11,15.12,15.12,464789.8,551259.4,30.71,32.26,31.48,384016.8,436881,25.37,25.56,25.47,101479.4,108185.2,6.705,6.330,6.518
BXD40,m,3131,25.40,36,4338,64,6107,58.47,10445,111,3,4,7,4,26.48,6.620,634,568,166,236,95,6,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,6,22,7,14,2,23,11.07,10.73,9.500,10.43,600,600,0,0,0,0.4300,1.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
